x0000,y0000
0.2001768507,43071.59848,
0.2019962124,45635.65461,
0.2038155741,40781.10417,
0.2056349358,33432.70208,
0.2074542975,37642.96154,
0.2092736592,38713.525,
0.2110930209,36909.42628,
0.2129123826,26123.31042,
0.2147317443,38862.07692,
0.216551106,33929.57849,
0.2183704677,32622.61184,
0.2201898294,25919.44485,
0.2220091911,33333.42857,
0.2238285528,32847.44512,
0.2256479145,29572.75312,
0.2274672762,23820.10417,
0.2292866379,31092.56105,
0.2311059996,29235.22321,
0.2329253613,25339.92969,
0.234744723,24066.23397,
0.2365640847,27503.02273,
0.2383834464,25853.31707,
0.2402028081,22491.4003,
0.2420221698,21586.8244,
0.2438415315,23799.80278,
0.2456608932,22790.08125,
0.2474802549,19371.24219,
0.2492996166,21524.65417,
0.2511189783,22623.19306,
0.2529383401,20062.68314,
0.2547577018,16594.23878,
0.2565770635,21194.96332,
0.2583964252,20170.46011,
0.2602157869,18951.02273,
0.2620351486,16430.70579,
0.2638545103,19114.08073,
0.265673872,18154.9109,
0.2674932337,17291.5142,
0.2693125954,14989.39915,
0.2711319571,18210.32812,
0.2729513188,16839.3625,
0.2747706805,15326.88587,
0.2765900422,14323.61005,
0.2784094039,15809.72875,
0.2802287656,15077.8738,
0.2820481273,13470.39444,
0.283867489,13576.37234,
0.2856868507,14232.67668,
0.2875062124,13377.3176,
0.2893255741,11830.87713,
0.2911449358,12284.30307,
0.2929642975,12568.22304,
0.2947836592,11851.45281,
0.2966030209,10129.43681,
0.2984223826,11870.32407,
0.3002417443,11339.06368,
0.302061106,10382.96569,
0.3038804677,9479.915278,
0.3056998294,10610.9364,
0.3075191911,10056.66981,
0.3093385528,9588.486439,
0.3111579145,8663.460625,
0.3129772763,9362.33443,
0.314796638,8795.5875,
0.3166159997,8418.613797,
0.3184353614,7963.352764,
0.3202547231,8434.862939,
0.3220740848,7845.170201,
0.3238934465,7318.911557,
0.3257128082,7241.85908,
0.3275321699,7248.56529,
0.3293515316,6875.710069,
0.3311708933,6519.528245,
0.332990255,6582.164871,
0.3348096167,6486.385237,
0.3366289784,6174.654481,
0.3384483401,5574.25,
0.3402677018,5876.959591,
0.3420870635,5785.872951,
0.3439064252,5525.02193,
0.3457257869,5089.8125,
0.3475451486,5338.536621,
0.3493645103,5100.132292,
0.351183872,4846.84375,
0.3530032337,4616.198011,
0.3548225954,4807.427404,
0.3566419571,4634.45748,
0.3584613188,4458.608028,
0.3602806805,4286.52659,
0.3621000422,4327.804563,
0.3639194039,4150.290215,
0.3657387656,3985.698093,
0.3675581273,4023.123941,
0.369377489,3983.722026,
0.3711968507,3852.432292,
0.3730162124,3715.0384,
0.3748355742,3733.264137,
0.3766549359,3664.302734,
0.3784742976,3638.118164,
0.3802936593,3542.75252,
0.382113021,3571.12915,
0.3839323827,3556.081203,
0.3857517444,3531.869048,
0.3875711061,3428.823841,
0.3893904678,3507.765625,
0.3912098295,3524.103261,
0.3930291912,3503.076588,
0.3948485529,3538.930192,
0.3966679146,3602.295942,
0.3984872763,3655.235085,
0.400306638,3739.432861,
0.4021259997,3866.769345,
0.4039453614,3987.740036,
0.4057647231,4129.908617,
0.4075840848,4267.602539,
0.4094034465,4506.026195,
0.4112228082,4917.168025,
0.4130421699,5164.482394,
0.4148615316,5517.690476,
0.4166808933,5941.932143,
0.418500255,6528.097826,
0.4203196167,7238.528986,
0.4221389784,7830.374053,
0.4239583401,8654.001689,
0.4257777018,9166.972015,
0.4275970635,9757.407169,
0.4294164252,10197.84848,
0.4312357869,10817.64274,
0.4330551486,11286.62591,
0.4348745103,11430.57629,
0.4366938721,11504.04438,
0.4385132338,11508.09459,
0.4403325955,11354.38176,
0.4421519572,11035.57518,
0.4439713189,10593.68398,
0.4457906806,10118.30917,
0.4476100423,9335.22089,
0.449429404,8630.440179,
0.4512487657,8118.196303,
0.4530681274,7313.357143,
0.4548874891,6569.389127,
0.4567068508,5875.128081,
0.4585262125,5347.419271,
0.4603455742,4760.821429,
0.4621649359,4342.021267,
0.4639842976,4008.937934,
0.4658036593,3677.82977,
0.467623021,3339.92289,
0.4694423827,3071.734375,
0.4712617444,2872.267917,
0.4730811061,2689.173478,
0.4749004678,2554.047492,
0.4767198295,2418.276042,
0.4785391912,2291.722808,
0.4803585529,2195.521361,
0.4821779146,2106.569583,
0.4839972763,2014.157292,
0.485816638,1947.670491,
0.4876359997,1905.837577,
0.4894553614,1843.571631,
0.4912747231,1786.859809,
0.4930940848,1744.687872,
0.4949134465,1703.940862,
0.4967328082,1656.716602,
0.49855217,1621.209354,
0.5003715317,1615.612461,
0.5021908934,1573.703887,
0.5040102551,1531.843243,
0.5058296168,1515.917817,
0.5076489785,1502.039062,
0.5094683402,1476.306327,
0.5112877019,1453.208301,
0.5131070636,1427.54347,
0.5149264253,1431.192279,
0.516745787,1408.186928,
0.5185651487,1392.524981,
0.5203845104,1376.490625,
0.5222038721,1380.354833,
0.5240232338,1355.527296,
0.5258425955,1339.542468,
0.5276619572,1346.96875,
0.5294813189,1334.52965,
0.5313006806,1321.091917,
0.5331200423,1311.211719,
0.534939404,1305.61408,
0.5367587657,1297.514881,
0.5385781274,1285.124341,
0.5403974891,1272.492188,
0.5422168508,1274.520052,
0.5440362125,1272.392831,
0.5458555742,1267.376103,
0.5476749359,1262.500847,
0.5494942976,1278.568247,
0.5513136593,1271.551994,
0.553133021,1275.056434,
0.5549523827,1295.381722,
0.5567717444,1293.3502,
0.5585911061,1295.127694,
0.5604104679,1311.539426,
0.5622298296,1333.378772,
0.5640491913,1354.091994,
0.565868553,1368.088844,
0.5676879147,1396.79463,
0.5695072764,1436.968136,
0.5713266381,1470.285288,
0.5731459998,1516.722518,
0.5749653615,1565.689522,
0.5767847232,1612.318681,
0.5786040849,1667.80914,
0.5804234466,1727.320404,
0.5822428083,1788.692888,
0.58406217,1854.482237,
0.5858815317,1907.53142,
0.5877008934,1961.40734,
0.5895202551,1992.968922,
0.5913396168,2026.439217,
0.5931589785,2068.574468,
0.5949783402,2105.170221,
0.5967977019,2102.775,
0.5986170636,2112.861923,
0.6004364253,2107.502161,
0.602255787,2098.936973,
0.6040751487,2067.805444,
0.6058945104,2041.463255,
0.6077138721,2005.23504,
0.6095332338,1955.252404,
0.6113525955,1892.460691,
0.6131719572,1845.432235,
0.6149913189,1778.451766,
0.6168106806,1713.66373,
0.6186300423,1638.808553,
0.6204494041,1574.615591,
0.6222687658,1500.922207,
0.6240881275,1434.239247,
0.6259074892,1397.526875,
0.6277268509,1325.197581,
0.6295462126,1287.744905,
0.6313655743,1260.847204,
0.633184936,1216.451562,
0.6350042977,1189.619876,
0.6368236594,1156.404962,
0.6386430211,1142.629964,
0.6404623828,1120.203283,
0.6422817445,1106.873088,
0.6441011062,1100.119466,
0.6459204679,1090.009628,
0.6477398296,1070.569531,
0.6495591913,1068.346859,
0.651378553,1052.12352,
0.6531979147,1047.916272,
0.6550172764,1042.662628,
0.6568366381,1040.161154,
0.6586559998,1032.993038,
0.6604753615,1032.873602,
0.6622947232,1024.055634,
0.6641140849,1022.858339,
0.6659334466,1026.814743,
0.6677528083,1023.378827,
0.66957217,1022.142756,
0.6713915317,1019.696559,
0.6732108934,1015.141763,
0.6750302551,1016.209158,
0.6768496168,1018.389589,
0.6786689785,1026.853173,
0.6804883402,1023.918993,
0.682307702,1030.78822,
0.6841270637,1027.071057,
0.6859464254,1028.945711,
0.6877657871,1035.663067,
0.6895851488,1042.962098,
0.6914045105,1048.508502,
0.6932238722,1054.647401,
0.6950432339,1065.405144,
0.6968625956,1066.118967,
0.6986819573,1077.786535,
0.700501319,1089.223858,
0.7023206807,1108.542356,
0.7041400424,1123.429312,
0.7059594041,1142.913516,
0.7077787658,1158.458333,
0.7095981275,1182.080213,
0.7114174892,1205.620146,
0.7132368509,1231.368336,
0.7150562126,1270.787271,
0.7168755743,1316.073512,
0.718694936,1345.192961,
0.7205142977,1381.245089,
0.7223336594,1423.044868,
0.7241530211,1477.308185,
0.7259723828,1514.389062,
0.7277917445,1564.176694,
0.7296111062,1612.844772,
0.7314304679,1663.988244,
0.7332498296,1697.14092,
0.7350691913,1765.027494,
0.736888553,1808.223524,
0.7387079147,1845.731162,
0.7405272764,1893.115327,
0.7423466381,1921.197173,
0.7441659999,1953.811186,
0.7459853616,1992.629051,
0.7478047233,2020.769318,
0.749624085,2058.672167,
0.7514434467,2086.518426,
0.7532628084,2101.401042,
0.7550821701,2139.632533,
0.7569015318,2160.203417,
0.7587208935,2171.289282,
0.7605402552,2178.553656,
0.7623596169,2209.399414,
0.7641789786,2199.302365,
0.7659983403,2194.251447,
0.767817702,2183.283981,
0.7696370637,2169.048077,
0.7714564254,2148.586887,
0.7732757871,2132.18535,
0.7750951488,2093.414428,
0.7769145105,2073.120203,
0.7787338722,2038.289205,
0.7805532339,1989.955377,
0.7823725956,1971.846044,
0.7841919573,1925.816095,
0.786011319,1901.652168,
0.7878306807,1868.727983,
0.7896500424,1839.714146,
0.7914694041,1810.472207,
0.7932887658,1779.864773,
0.7951081275,1747.284628,
0.7969274892,1707.554413,
0.7987468509,1669.218471,
0.8005662126,1627.162926,
0.8023855743,1594.75625,
0.804204936,1531.439347,
0.8060242978,1495.123064,
0.8078436595,1457.2387,
0.8096630212,1423.318531,
0.8114823829,1398.301023,
0.8133017446,1369.656116,
0.8151211063,1358.795155,
0.816940468,1336.363515,
0.8187598297,1320.744559,
0.8205791914,1311.330299,
0.8223985531,1308.4262,
0.8242179148,1301.55843,
0.8260372765,1295.871405,
0.8278566382,1299.132812,
0.8296759999,1292.423811,
0.8314953616,1294.703913,
0.8333147233,1291.232301,
0.835134085,1292.937772,
0.8369534467,1303.216099,
0.8387728084,1311.167264,
0.8405921701,1315.706926,
0.8424115318,1321.933454,
0.8442308935,1324.729985,
0.8460502552,1342.677966,
0.8478696169,1346.579508,
0.8496889786,1363.532462,
0.8515083403,1371.924126,
0.853327702,1385.192188,
0.8551470637,1392.379674,
0.8569664254,1396.905582,
0.8587857871,1400.201668,
0.8606051488,1400.045693,
0.8624245105,1413.139529,
0.8642438722,1419.875384,
0.8660632339,1423.153312,
0.8678825957,1424.907038,
0.8697019574,1433.375404,
0.8715213191,1433.151966,
0.8733406808,1435.033032,
0.8751600425,1437.654687,
0.8769794042,1439.616334,
0.8787987659,1439.47513,
0.8806181276,1436.36896,
0.8824374893,1433.212526,
0.884256851,1426.769241,
0.8860762127,1420.708795,
0.8878955744,1413.516276,
0.8897149361,1403.749461,
0.8915342978,1395.942623,
0.8933536595,1392.026383,
0.8951730212,1385.030469,
0.8969923829,1377.000668,
0.8988117446,1371.398564,
0.9006311063,1361.599257,
0.902450468,1344.306771,
0.9042698297,1348.005682,
0.9060891914,1337.811318,
0.9079085531,1334.31936,
0.9097279148,1325.130891,
0.9115472765,1320.750781,
0.9133666382,1316.62752,
0.9151859999,1309.068698,
0.9170053616,1308.391916,
0.9188247233,1305.170375,
0.920644085,1304.795722,
0.9224634467,1309.541667,
0.9242828084,1307.233232,
0.9261021701,1306.72091,
0.9279215319,1319.54925,
0.9297408936,1327.917048,
0.9315602553,1339.036966,
0.933379617,1338.773374,
0.9351989787,1351.394657,
0.9370183404,1357.584096,
0.9388377021,1368.258375,
0.9406570638,1386.053175,
0.9424764255,1396.169607,
0.9442957872,1402.63896,
0.9461151489,1415.979167,
0.9479345106,1414.367639,
0.9497538723,1422.121582,
0.951573234,1432.543125,
0.9533925957,1436.294537,
0.9552119574,1447.257625,
0.9570313191,1447.338375,
0.9588506808,1454.72688,
0.9606700425,1457.841226,
0.9624894042,1458.530746,
0.9643087659,1463.892162,
0.9661281276,1461.825581,
0.9679474893,1461.937984,
0.969766851,1458.213,
0.9715862127,1462.297891,
0.9734055744,1455.911706,
0.9752249361,1459.089147,
0.9770442978,1451.072917,
0.9788636595,1451.869668,
0.9806830212,1449.612475,
0.9825023829,1441.007991,
0.9843217446,1431.487399,
0.9861411063,1426.115144,
0.987960468,1421.7075,
0.9897798298,1420.247257,
0.9915991915,1401.211806,
0.9934185532,1398.569097,
0.9952379149,1398.818598,
0.9970572766,1389.981791,
0.9988766383,1381.55281,
1.000696,1376.126894,
1.002515362,1374.389875,
1.004334723,1378.8344,
1.006154085,1374.521076,
1.007973447,1370.50188,
1.009792808,1367.750984,
1.01161217,1368.357125,
1.013431532,1373.364265,
1.015250894,1376.526968,
1.017070255,1377.604875,
1.018889617,1377.683325,
1.020708979,1381.065576,
1.02252834,1381.182173,
1.024347702,1380.931611,
1.026167064,1381.266809,
1.027986426,1387.681323,
1.029805787,1388.72157,
1.031625149,1389.894743,
1.033444511,1394.599077,
1.035263872,1393.288275,
1.037083234,1396.474952,
1.038902596,1404.751789,
1.040721957,1406.771644,
1.042541319,1399.781008,
1.044360681,1402.213501,
1.046180043,1409.532307,
1.047999404,1402.55562,
1.049818766,1408.67488,
1.051638128,1403.862476,
1.053457489,1405.498816,
1.055276851,1404.752799,
1.057096213,1404.069496,
1.058915574,1405.318106,
1.060734936,1400.522372,
1.062554298,1407.772289,
1.06437366,1407.485586,
1.066193021,1407.839669,
1.068012383,1405.436553,
1.069831745,1401.071945,
1.071651106,1402.432655,
1.073470468,1403.508449,
1.07528983,1415.682369,
1.077109191,1406.381155,
1.078928553,1408.456203,
1.080747915,1411.10081,
1.082567277,1424.211594,
1.084386638,1424.124648,
1.086206,1423.26794,
1.088025362,1422.43271,
1.089844723,1422.10028,
1.091664085,1436.02474,
1.093483447,1445.669577,
1.095302809,1440.121269,
1.09712217,1446.171642,
1.098941532,1451.170392,
1.100760894,1462.607639,
1.102580255,1460.099237,
1.104399617,1462.425551,
1.106218979,1461.551968,
1.10803834,1473.687615,
1.109857702,1480.395756,
1.111677064,1485.966204,
1.113496426,1494.015509,
1.115315787,1494.442822,
1.117135149,1497.222893,
1.118954511,1507.647222,
1.120773872,1514.274712,
1.122593234,1520.201766,
1.124412596,1540.467701,
1.126231957,1530.399127,
1.128051319,1549.972172,
1.129870681,1554.7875,
1.131690043,1566.601391,
1.133509404,1569.939249,
1.135328766,1590.667561,
1.137148128,1606.631712,
1.138967489,1616.155777,
1.140786851,1634.263058,
1.142606213,1655.110308,
1.144425575,1665.452332,
1.146244936,1686.0679,
1.148064298,1714.23179,
1.14988366,1733.174577,
1.151703021,1772.104243,
1.153522383,1791.196083,
1.155341745,1819.863085,
1.157161106,1849.025258,
1.158980468,1878.882755,
1.16079983,1917.885783,
1.162619192,1954.175262,
1.164438553,1976.577315,
1.166257915,2017.767004,
1.168077277,2036.016295,
1.169896638,2071.620789,
1.171716,2106.078362,
1.173535362,2127.831206,
1.175354723,2152.748631,
1.177174085,2180.957959,
1.178993447,2202.344662,
1.180812809,2221.658011,
1.18263217,2230.99213,
1.184451532,2251.956782,
1.186270894,2260.315444,
1.188090255,2276.222074,
1.189909617,2296.668888,
1.191728979,2293.305018,
1.19354834,2304.051034,
1.195367702,2300.063585,
1.197187064,2319.492473,
1.199006426,2310.041893,
1.200825787,2312.805134,
1.202645149,2306.767795,
1.204464511,2308.595575,
1.206283872,2308.743573,
1.208103234,2301.418478,
1.209922596,2298.946809,
1.211741958,2291.421987,
1.213561319,2273.579665,
1.215380681,2267.051862,
1.217200043,2265.564991,
1.219019404,2233.59375,
1.220838766,2217.002586,
1.222658128,2201.969203,
1.224477489,2196.690179,
1.226296851,2170.195905,
1.228116213,2155.026879,
1.229935575,2138.04946,
1.231754936,2121.830292,
1.233574298,2099.934483,
1.23539366,2092.069762,
1.237213021,2070.129654,
1.239032383,2067.120567,
1.240851745,2058.626812,
1.242671106,2052.697917,
1.244490468,2041.343085,
1.24630983,2043.876967,
1.248129192,2035.426709,
1.249948553,2043.834152,
1.251767915,2047.10195,
1.253587277,2052.831336,
1.255406638,2056.517826,
1.257226,2070.955036,
1.259045362,2091.015731,
1.260864723,2098.738362,
1.262684085,2113.430898,
1.264503447,2120.02106,
1.266322809,2140.235332,
1.26814217,2153.31316,
1.269961532,2168.416223,
1.271780894,2188.78125,
1.273600255,2202.355988,
1.275419617,2214.582328,
1.277238979,2233.512104,
1.279058341,2238.212368,
1.280877702,2251.351836,
1.282697064,2261.454688,
1.284516426,2282.143622,
1.286335787,2279.490234,
1.288155149,2289.593307,
1.289974511,2300.600524,
1.291793872,2306.574535,
1.293613234,2303.866914,
1.295432596,2320.174015,
1.297251958,2319.619866,
1.299071319,2332.803632,
1.300890681,2339.988776,
1.302710043,2336.970052,
1.304529404,2339.334598,
1.306348766,2344.79358,
1.308168128,2340.889642,
1.309987489,2346.693576,
1.311806851,2354.211757,
1.313626213,2354.45,
1.315445575,2350.270089,
1.317264936,2347.504645,
1.319084298,2347.79442,
1.32090366,2353.01006,
1.322723021,2336.96224,
1.324542383,2339.675647,
1.326361745,2325.836101,
1.328181107,2314.430437,
1.330000468,2319.37478,
1.33181983,2306.749793,
1.333639192,2293.861014,
1.335458553,2295.703345,
1.337277915,2285.192925,
1.339097277,2267.42995,
1.340916638,2266.455946,
1.342736,2264.193534,
1.344555362,2250.411458,
1.346374724,2239.342888,
1.348194085,2242.789894,
1.350013447,2234.411318,
1.351832809,2226.325087,
1.35365217,2230.123716,
1.355471532,2227.088468,
1.357290894,2219.780828,
1.359110255,2230.062928,
1.360929617,2217.3125,
1.362748979,2213.582526,
1.364568341,2225.978824,
1.366387702,2234.142144,
1.368207064,2229.159247,
1.370026426,2238.636884,
1.371845787,2240.752727,
1.373665149,2236.71224,
1.375484511,2247.629067,
1.377303872,2245.114796,
1.379123234,2251.106034,
1.380942596,2258.823427,
1.382761958,2269.38318,
1.384581319,2266.299479,
1.386400681,2277.473606,
1.388220043,2277.955729,
1.390039404,2282.776636,
1.391858766,2284.310587,
1.393678128,2285.879808,
1.39549749,2290.586993,
1.397316851,2301.354305,
1.399136213,2311.54579,
1.400955575,2301.368319,
1.402774936,2320.52551,
1.404594298,2324.157313,
1.40641366,2333.799658,
1.408233021,2342.337204,
1.410052383,2344.126302,
1.411871745,2363.129923,
1.413691107,2373.587971,
1.415510468,2378.598542,
1.41732983,2394.652995,
1.419149192,2398.675,
1.420968553,2411.85488,
1.422787915,2410.56457,
1.424607277,2425.176233,
1.426426638,2440.18794,
1.428246,2456.725507,
1.430065362,2464.245477,
1.431884724,2479.259418,
1.433704085,2492.577802,
1.435523447,2508.113308,
1.437342809,2524.474029,
1.43916217,2540.673353,
1.440981532,2556.203231,
1.442800894,2577.085991,
1.444620255,2600.010274,
1.446439617,2612.609269,
1.448258979,2637.423658,
1.450078341,2662.392551,
1.451897702,2677.814887,
1.453717064,2720.052787,
1.455536426,2741.096073,
1.457355787,2777.96361,
1.459175149,2808.685937,
1.460994511,2850.059189,
1.462813873,2887.785025,
1.464633234,2926.115709,
1.466452596,2962.575043,
1.468271958,3008.938998,
1.470091319,3053.714949,
1.471910681,3087.211409,
1.473730043,3144.14073,
1.475549404,3178.835884,
1.477368766,3209.568576,
1.479188128,3260.39828,
1.48100749,3289.188129,
1.482826851,3322.033573,
1.484646213,3352.97567,
1.486465575,3393.975,
1.488284936,3409.79677,
1.490104298,3439.755993,
1.49192366,3484.374569,
1.493743021,3502.439134,
1.495562383,3511.509332,
1.497381745,3529.681291,
1.499201107,3566.184966,
1.501020468,3597.399071,
1.50283983,3607.11601,
1.504659192,3642.094371,
1.506478553,3651.61402,
1.508297915,3698.815051,
1.510117277,3714.298951,
1.511936639,3758.710633,
1.513756,3799.06335,
1.515575362,3840.14974,
1.517394724,3856.895833,
1.519214085,3905.078947,
1.521033447,3963.856293,
1.522852809,3974.277636,
1.52467217,4025.868579,
1.526491532,4060.375,
1.528310894,4092.186638,
1.530130256,4112.777318,
1.531949617,4133.027265,
1.533768979,4149.393159,
1.535588341,4171.260629,
1.537407702,4184.44567,
1.539227064,4198.73951,
1.541046426,4185.390833,
1.542865787,4172.796983,
1.544685149,4182.408905,
1.546504511,4151.361207,
1.548323873,4136.07149,
1.550143234,4125.154561,
1.551962596,4105.416107,
1.553781958,4087.793074,
1.555601319,4071.678272,
1.557420681,4047.997003,
1.559240043,4039.840185,
1.561059404,4018.081633,
1.562878766,4006.675987,
1.564698128,3990.85,
1.56651749,3990.010487,
1.568336851,3966.465372,
1.570156213,3966.349167,
1.571975575,3950.585034,
1.573794936,3948.299569,
1.575614298,3961.348993,
1.57743366,3955.401667,
1.579253022,3943.61387,
1.581072383,3938.301798,
1.582891745,3943.69649,
1.584711107,3939.108964,
1.586530468,3924.861064,
1.58834983,3925.650587,
1.590169192,3900.794454,
1.591988553,3889.842917,
1.593807915,3889.619128,
1.595627277,3862.235642,
1.597446639,3836.078879,
1.599266,3808.805099,
1.601085362,3788.770134,
1.602904724,3758.768159,
1.604724085,3709.317637,
1.606543447,3697.276426,
1.608362809,3668.411493,
1.61018217,3633.202917,
1.612001532,3623.363014,
1.613820894,3591.702691,
1.615640256,3576.383635,
1.617459617,3561.057855,
1.619278979,3557.630527,
1.621098341,3538.131421,
1.622917702,3518.610431,
1.624737064,3508.945524,
1.626556426,3496.886745,
1.628375787,3492.633868,
1.630195149,3468.272046,
1.632014511,3460.211458,
1.633833873,3455.198333,
1.635653234,3446.704409,
1.637472596,3439.233844,
1.639291958,3425.471917,
1.641111319,3422.800625,
1.642930681,3403.644003,
1.644750043,3414.542318,
1.646569405,3390.336149,
1.648388766,3382.293125,
1.650208128,3379.138605,
1.65202749,3372.689823,
1.653846851,3343.495259,
1.655666213,3362.968967,
1.657485575,3344.546875,
1.659304936,3338.746644,
1.661124298,3335.344383,
1.66294366,3328.331122,
1.664763022,3329.109906,
1.666582383,3320.628104,
1.668401745,3294.282095,
1.670221107,3277.905411,
1.672040468,3269.695095,
1.67385983,3255.798867,
1.675679192,3241.925253,
1.677498553,3235.544735,
1.679317915,3225.995988,
1.681137277,3217.618579,
1.682956639,3216.744757,
1.684776,3204.807708,
1.686595362,3182.224554,
1.688414724,3185.458404,
1.690234085,3181.645833,
1.692053447,3160.017551,
1.693872809,3148.433647,
1.69569217,3140.490009,
1.697511532,3136.359164,
1.699330894,3123.220238,
1.701150256,3117.501678,
1.702969617,3101.074035,
1.704788979,3100.919181,
1.706608341,3085.731293,
1.708427702,3092.269375,
1.710247064,3075.213068,
1.712066426,3064.336638,
1.713885788,3060.482781,
1.715705149,3048.957058,
1.717524511,3036.901182,
1.719343873,3032.851232,
1.721163234,3030.721686,
1.722982596,3018.024872,
1.724801958,3010.726836,
1.726621319,3008.099662,
1.728440681,2988.139769,
1.730260043,2997.830946,
1.732079405,2987.815856,
1.733898766,2971.142736,
1.735718128,2966.644828,
1.73753749,2948.633929,
1.739356851,2958.690051,
1.741176213,2948.961149,
1.742995575,2949.011582,
1.744814936,2934.787243,
1.746634298,2943.744828,
1.74845366,2942.464527,
1.750273022,2937.28339,
1.752092383,2932.367188,
1.753911745,2939.427296,
1.755731107,2934.167672,
1.757550468,2940.121983,
1.75936983,2933.004223,
1.761189192,2944.453912,
1.763008554,2949.271602,
1.764827915,2944.667366,
1.766647277,2955.498033,
1.768466639,2948.993835,
1.770286,2946.169705,
1.772105362,2969.161529,
1.773924724,2970.169828,
1.775744085,2961.690901,
1.777563447,2975.178233,
1.779382809,2977.638578,
1.781202171,2976.446641,
1.783021532,2986.224353,
1.784840894,2998.523327,
1.786660256,3012.342888,
1.788479617,3025.983206,
1.790298979,3034.025899,
1.792118341,3038.422207,
1.793937702,3048.686392,
1.795757064,3067.019215,
1.797576426,3079.032939,
1.799395788,3098.26333,
1.801215149,3101.332031,
1.803034511,3136.745505,
1.804853873,3142.712891,
1.806673234,3176.361577,
1.808492596,3195.907118,
1.810311958,3235.417332,
1.812131319,3262.498288,
1.813950681,3291.399829,
1.815770043,3326.786312,
1.817589405,3370.59242,
1.819408766,3415.511955,
1.821228128,3470.4457,
1.82304749,3521.684503,
1.824866851,3576.783671,
1.826686213,3643.601064,
1.828505575,3720.367295,
1.830324937,3775.757378,
1.832144298,3854.363014,
1.83396366,3932.026661,
1.835783022,3999.728125,
1.837602383,4084.307886,
1.839421745,4151.492188,
1.841241107,4238.585268,
1.843060468,4324.96875,
1.84487983,4396.068576,
1.846699192,4474.223276,
1.848518554,4539.218528,
1.850337915,4606.313811,
1.852157277,4681.371503,
1.853976639,4732.868398,
1.855796,4804.993579,
1.857615362,4845.775446,
1.859434724,4875.190198,
1.861254085,4932.654538,
1.863073447,4955.131162,
1.864892809,4984.571918,
1.866712171,5017.123188,
1.868531532,5032.285402,
1.870350894,5050.741976,
1.872170256,5057.817782,
1.873989617,5064.600446,
1.875808979,5077.846831,
1.877628341,5074.426293,
1.879447702,5092.277926,
1.881267064,5091.727865,
1.883086426,5101.450634,
1.884905788,5104.046215,
1.886725149,5082.935752,
1.888544511,5088.981954,
1.890363873,5087.808394,
1.892183234,5085.74734,
1.894002596,5060.591146,
1.895821958,5067.622321,
1.89764132,5071.941071,
1.899460681,5048.562943,
1.901280043,5021.220511,
1.903099405,5003.743056,
1.904918766,4998.718972,
1.906738128,4975.541667,
1.90855749,4950.883993,
1.910376851,4917.456294,
1.912196213,4882.18706,
1.914015575,4839.134821,
1.915834937,4800.145073,
1.917654298,4748.610577,
1.91947366,4706.287677,
1.921293022,4641.506745,
1.923112383,4601.621853,
1.924931745,4523.442857,
1.926751107,4456.543615,
1.928570468,4382.904464,
1.93038983,4300.422975,
1.932209192,4226.81204,
1.934028554,4125.110915,
1.935847915,4012.022727,
1.937667277,3939.26304,
1.939486639,3854.230496,
1.941306,3771.316123,
1.943125362,3673.266622,
1.944944724,3588.345313,
1.946764086,3479.9875,
1.948583447,3392.828695,
1.950402809,3294.681473,
1.952222171,3235.275893,
1.954041532,3154.017336,
1.955860894,3104.626349,
1.957680256,3037.79846,
1.959499617,2982.845347,
1.961318979,2934.55067,
1.963138341,2891.694799,
1.964957703,2853.973148,
1.966777064,2817.725524,
1.968596426,2784.553282,
1.970415788,2750.000228,
1.972235149,2723.463354,
1.974054511,2698.812047,
1.975873873,2664.841502,
1.977693234,2639.784647,
1.979512596,2625.889017,
1.981331958,2596.747035,
1.98315132,2580.357689,
1.984970681,2570.545139,
1.986790043,2541.152428,
1.988609405,2538.986574,
1.990428766,2518.158088,
1.992248128,2509.342609,
1.99406749,2488.514706,
1.995886851,2478.378422,
1.997706213,2460.604861,
1.999525575,2453.804911,
2.001344937,2436.600694,
2.003164298,2418.096967,
2.00498366,2415.166971,
2.006803022,2403.515851,
2.008622383,2380.355525,
2.010441745,2367.284672,
2.012261107,2345.954291,
2.014080469,2346.690237,
2.01589983,2329.696065,
2.017719192,2311.643207,
